OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
1,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.6122,-122.33799,1927,1.0,12,88434,0,88434,Hotel,Hotel,88434.0,,,,,60.0,81.69999695,84.30000305,182.5,189.0,7226362.5,7456910.0,2003882.0,False,Compliant,,249.98,2.83
2,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61317,-122.33393,1996,1.0,11,103566,15064,88502,"Hotel, Parking, Restaurant",Hotel,83880.0,Parking,15064.0,Restaurant,4622.0,61.0,94.80000305,97.90000153,176.1000061,179.3999939,8387933.0,8664479.0,0.0,False,Compliant,,295.86,2.86
3,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61393,-122.3381,1969,1.0,41,956110,196718,759392,Hotel,Hotel,756493.0,,,,,43.0,96.0,97.69999695,241.8999939,244.1000061,72587024.0,73937112.0,21566554.0,False,Compliant,,2089.28,2.19
5,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61412,-122.33664,1926,1.0,10,61320,0,61320,Hotel,Hotel,61320.0,,,,,56.0,110.8000031,113.3000031,216.1999969,224.0,6794584.0,6946800.5,2214446.25,False,Compliant,,286.43,4.67
8,2016,NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61375,-122.34047,1980,1.0,18,175580,62000,113580,"Hotel, Parking, Swimming Pool",Hotel,123445.0,Parking,68009.0,Swimming Pool,0.0,75.0,114.8000031,118.6999969,211.3999939,215.6000061,14172606.0,14656503.0,0.0,False,Compliant,,505.01,2.88
9,2016,Nonresidential COS,Other,98101.0,7,DOWNTOWN,47.61623,-122.33657,1999,1.0,2,97288,37198,60090,Police Station,Police Station,88830.0,,,,,,136.1000061,141.6000061,316.2999878,320.5,12086616.0,12581712.0,0.0,False,Compliant,,301.81,3.1
10,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.6139,-122.33283,1926,1.0,11,83008,0,83008,Hotel,Hotel,81352.0,,,,,27.0,70.80000305,74.5,146.6000061,154.6999969,5758795.0,6062767.5,0.0,False,Compliant,,176.14,2.12
11,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61327,-122.33136,1926,1.0,8,102761,0,102761,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,102761.0,,,,,,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,False,Compliant,,221.51,2.16
12,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60294,-122.33263,1904,1.0,15,163984,0,163984,Hotel,Hotel,163984.0,,,,,43.0,83.69999695,86.59999847,180.8999939,187.1999969,13723820.0,14194054.0,0.0,False,Compliant,,392.16,2.39
13,2016,Multifamily MR (5-9),Mid-Rise Multifamily,98104.0,7,DOWNTOWN,47.60284,-122.33184,1910,1.0,6,63712,1496,62216,Multifamily Housing,Multifamily Housing,56132.0,,,,,1.0,81.5,85.59999847,182.6999969,187.3999939,4573777.0,4807679.5,1039735.188,False,Compliant,,151.12,2.37
15,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60695,-122.33414,1969,1.0,11,153163,19279,133884,Hotel,Hotel,133884.0,,,,,30.0,119.5999985,124.3000031,228.1999969,233.0,16016644.0,16646930.0,5237165.5,False,Compliant,,691.26,4.51
16,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60713,-122.33323,1998,1.0,25,333176,61161,272015,Hotel,Hotel,336640.0,,,,,36.0,80.0,80.40000153,199.0,199.3999939,26941110.0,27070114.0,5999360.5,False,Compliant,,740.97,2.22
17,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60699,-122.33346,1928,1.0,9,65009,0,65009,Hotel,Hotel,65009.0,,,,,48.0,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,False,Compliant,,328.23,5.05
18,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60809,-122.33212,1980,1.0,33,315952,57600,258352,"Hotel, Parking",Hotel,295511.0,Parking,57600.0,,,58.0,75.5,76.19999695,179.8999939,180.6999969,22325364.0,22524948.0,4337738.5,False,Compliant,,648.62,2.05
19,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60755,-122.33244,1922,1.0,11,92190,25200,66990,"Hotel, Parking",Hotel,67390.0,Parking,25200.0,,,35.0,159.5,165.8999939,297.3999939,303.8999939,10750010.0,11179203.0,4870847.5,False,Compliant,,511.39,5.55
21,2016,Nonresidential COS,Other,98154.0,7,DOWNTOWN,47.60649,-122.33297,2004,1.0,11,412000,57000,355000,"Data Center, Library, Parking",Library,364913.0,Parking,49000.0,Data Center,1074.0,,50.79999924,51.09999847,155.6000061,156.0,18588860.0,18706912.0,737559.5,False,Compliant,,181.38,0.44
22,2016,NonResidential,Other,98104.0,7,DOWNTOWN,47.60546,-122.33279,1930,1.0,6,103911,0,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,90000.0,Office,40000.0,Swimming Pool,0.0,,76.59999847,78.40000153,157.3999939,159.6000061,9956396.0,10192124.0,4592347.5,False,Compliant,,433.86,4.18
23,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60681,-122.33078,1983,1.0,28,416281,85000,331281,"Hotel, Parking",Hotel,348329.0,Parking,85000.0,,,31.0,96.30000305,98.59999847,228.5,232.8000031,33556756.0,34351920.0,0.0,False,Compliant,,802.89,1.93
24,2016,NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.60515,-122.33159,1907,1.0,5,57452,0,57452,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,16442.0,Restaurant,15505.0,Office,9741.0,,132.3999939,137.1000061,280.7000122,285.0,7606084.5,7877219.0,1776201.875,False,Compliant,,273.02,4.75
25,2016,NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60376,-122.33194,1916,1.0,10,104352,0,104352,Hotel,Hotel,104352.0,,,,,39.0,97.30000305,97.30000305,225.5,225.5,10154608.0,10154608.0,3430862.0,False,Compliant,,349.32,3.35
26,2016,NonResidential,Other,98104.0,7,DOWNTOWN,47.60265,-122.33051,1916,1.0,10,540360,0,540360,Courthouse,Courthouse,537150.0,,,,,76.0,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,False,Compliant,,1265.29,2.34
27,2016,NonResidential,Other,98104.0,3,DOWNTOWN,47.60378,-122.32842,1985,1.0,19,385274,0,385274,Other,Other,385274.0,,,,,,124.1999969,128.6000061,229.5,232.8999939,47859812.0,49539212.0,0.0,False,Compliant,,1699.45,4.41
28,2016,SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.54576,-122.26853,1961,1.0,2,56228,0,56228,K-12 School,K-12 School,58916.0,,,,,95.0,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0.0,True,Error - Correct Default Data,,38.53,0.69
29,2016,NonResidential,Hotel,98105.0,4,NORTHEAST,47.65959,-122.31755,2001,1.0,6,88592,30586,58006,"Hotel, Parking",Hotel,58006.0,Parking,30586.0,,,84.0,63.20000076,63.29999924,148.0,148.5,3663534.5,3673186.75,0.0,False,Compliant,,90.01,1.02
30,2016,NonResidential,University,98121.0,7,DOWNTOWN,47.61816,-122.33629,1928,1.0,7,126593,0,126593,College/University,College/University,125000.0,,,,,,90.69999695,97.5,173.0,180.0,11343686.0,12183313.0,0.0,False,Compliant,,388.04,3.07
31,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.615,-122.33081,1930,1.0,2,67224,0,67224,Automobile Dealership,Automobile Dealership,67224.0,,,,,,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,False,Compliant,,9.13,0.14
32,2016,NonResidential,Hotel,98101.0,7,EAST,47.61301,-122.32929,1991,1.0,8,158676,30301,128375,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,112676.0,Parking,42000.0,Retail Store,4500.0,,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,False,Compliant,,256.57,1.62
33,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61784,-122.32966,2001,1.0,10,171866,38281,133585,Hotel,Hotel,128909.0,,,,,57.0,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,False,Compliant,,328.63,1.91
34,2016,SPS-District K-12,K-12 School,98112.0,3,Central,47.62266,-122.30547,1955,1.0,1,126351,0,126351,K-12 School,K-12 School,126351.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,0.0,0.0
35,2016,NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61558,-122.34186,1978,1.0,5,68410,16200,52210,Hotel,Hotel,47994.0,,,,,57.0,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,False,Compliant,,128.44,1.88
36,2016,SPS-District K-12,K-12 School,98125.0,5,NORTH,47.70994,-122.29301,1949,1.0,2,160645,0,160645,K-12 School,K-12 School,164229.0,,,,,75.0,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,True,Error - Correct Default Data,,270.18,1.68
37,2016,SPS-District K-12,K-12 School,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1989,1.0,2,51582,0,51582,K-12 School,K-12 School,55166.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,10.43,0.2
38,2016,NonResidential,Small- and Mid-Sized Office,98070.0,4,LAKE UNION,47.6641,-122.33118,1906,1.0,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690.0,0.0,False,Compliant,,157.77,1.81
40,2016,NonResidential,Hotel,98105.0,4,NORTHEAST,47.66583,-122.29965,1994,1.0,4,81871,0,81871,Hotel,Hotel,81871.0,,,,,29.0,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,False,Compliant,,215.0,2.63
41,2016,NonResidential,Self-Storage Facility,98105.0,4,NORTHEAST,47.66172,-122.29598,1955,1.0,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,26225.0,,,,,,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,False,Compliant,,3.93,0.04
43,2016,Campus,Mixed Use Property,98108.0,2,GREATER DUWAMISH,47.53493,-122.31788,1992,1.0,3,494835,0,494835,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,757027.0,Laboratory,639931.0,Non-Refrigerated Warehouse,459748.0,8.0,221.6999969,233.1000061,388.2000122,400.2999878,448385312.0,471613856.0,0.0,False,Compliant,,16870.98,34.09
46,2016,NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51138,-122.28875,1961,3.0,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,False,Compliant,,311.84,0.44
50,2016,SPS-District K-12,K-12 School,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,1.0,2,54986,0,54986,K-12 School,K-12 School,54986.0,,,,,97.0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,False,Compliant,,31.47,0.57
51,2016,SPS-District K-12,K-12 School,98115.0,4,NORTHEAST,47.68252,-122.29498,1950,1.0,2,175565,0,175565,K-12 School,K-12 School,182861.0,,,,,88.0,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,True,Error - Correct Default Data,,266.05,1.52
52,2016,NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66587,-122.38476,1961,1.0,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,,,57.0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,False,Compliant,,130.56,1.38
53,2016,NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,47.58034,-122.31132,1900,1.0,2,52554,0,52554,"Office, Other - Education",Office,51029.0,Other - Education,7849.0,,,83.0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,False,Compliant,,83.86,1.6
54,2016,NonResidential,K-12 School,98103.0,6,NORTHWEST,47.68891,-122.33553,1954,1.0,3,175015,0,175015,K-12 School,K-12 School,175015.0,,,,,95.0,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,False,Compliant,,247.85,1.42
55,2016,NonResidential,Self-Storage Facility,98121.0,7,DOWNTOWN,47.61351,-122.35129,1911,1.0,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,False,Compliant,,45.43,0.64
56,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60946,-122.33337,1969,1.0,24,332210,205970,126240,Hotel,Hotel,348630.0,,,,,67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,False,Compliant,,295.33,0.89
57,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.6113,-122.33659,1973,1.0,5,168115,0,168115,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,Data Center,493.0,78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,False,Compliant,,66.48,0.4
58,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61076,-122.33765,1920,1.0,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,False,Compliant,,33.26,0.58
59,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61048,-122.33794,1910,1.0,8,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,,,14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,False,Compliant,,35.36,0.6
60,2016,NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,47.60886,-122.33744,1926,1.0,2,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,286.3999939,299.0,485.2999878,495.5,15026196.0,15683742.0,0.0,False,Compliant,,584.31,11.12
62,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61233,-122.33432,1930,1.0,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,71.0,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,False,Compliant,,59.19,0.6
63,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61087,-122.33339,1982,1.0,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,63.0,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,False,Compliant,,2451.58,2.47
65,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60997,-122.34138,1985,1.0,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,98.0,93.09999847,93.09999847,215.8999939,215.8999939,5348309.0,5348309.0,0.0,False,Compliant,,134.38,1.89
66,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61155,-122.34114,1908,1.0,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,99.0,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,False,Compliant,,227.18,1.85
67,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.61986,-122.34413,1959,1.0,5,113173,42546,70627,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,,,86.0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,False,Compliant,,144.79,1.28
68,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.62001,-122.34274,2000,1.0,7,150453,34735,115718,Hotel,Hotel,107547.0,Restaurant,3000.0,,,84.0,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,False,Compliant,,199.95,1.33
69,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.62025,-122.34314,1997,1.0,6,116300,28200,88100,Hotel,Hotel,88490.0,Parking,28300.0,,,80.0,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,False,Compliant,,162.39,1.4
70,2016,NonResidential,Hotel,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1.0,6,155602,36744,118858,Hotel,Hotel,155602.0,,,,,81.0,43.90000153,44.0,107.4000015,107.5999985,6836900.0,6849826.5,0.0,False,Compliant,,152.76,0.98
73,2016,NonResidential,K-12 School,98136.0,3,EAST,47.63442,-122.30793,1911,1.0,3,56072,0,56072,K-12 School,K-12 School,56072.0,,,,,76.0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,False,Compliant,,146.34,2.61
77,2016,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,1.0,4,122942,44891,78051,"Hotel, Parking",Hotel,78051.0,Parking,44891.0,,,94.0,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,False,Compliant,,171.64,1.4
82,2016,NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,47.60823,-122.30956,1962,1.0,2,54984,0,54984,Office,Office,54984.0,,,,,71.0,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,False,Compliant,,87.98,1.6
84,2016,NonResidential,Senior Care Community,98126.0,1,SOUTHWEST,47.55837,-122.37751,1922,1.0,5,217603,0,217603,"Parking, Senior Care Community",Senior Care Community,296313.0,Parking,0.0,,,54.0,144.3999939,153.6999969,235.0,244.8000031,42792072.0,45547252.0,0.0,False,Compliant,,1727.11,7.94
85,2016,NonResidential,Senior Care Community,98133.0,5,NORTHWEST,47.72426,-122.35599,1970,1.0,2,93397,0,93397,Senior Care Community,Senior Care Community,93397.0,,,,,1.0,175.6000061,181.6000061,311.5,320.0,16402563.0,16959754.0,0.0,False,Compliant,,609.1,6.52
86,2016,NonResidential,Hotel,98109.0,7,LAKE UNION,47.61988,-122.33211,2008,1.0,6,84103,20732,63371,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,74.0,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499.0,0.0,False,Compliant,,67.06,0.8
87,2016,SPS-District K-12,K-12 School,98146.0,1,SOUTHWEST,47.5097,-122.37759,1948,1.0,2,53352,0,53352,K-12 School,K-12 School,65568.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,4.19,0.08
89,2016,NonResidential,Medical Office,98122.0,3,EAST,47.61244,-122.3214,1965,0.0,3,179014,0,179014,Medical Office,Medical Office,179014.0,,,,,48.0,93.30000305,92.30000305,213.3999939,210.3000031,16701055.0,16527711.0,0.0,False,Compliant,,430.84,2.41
95,2016,NonResidential,Hotel,98104.0,3,EAST,47.60898,-122.32693,1908,1.0,7,76631,0,76631,Hotel,Hotel,76631.0,,,,,71.0,94.69999695,94.59999847,172.0,171.6999969,7258758.5,7250730.5,0.0,False,Compliant,,262.75,3.43
96,2016,NonResidential,Mixed Use Property,98104.0,3,EAST,47.60845,-122.32637,1983,1.0,6,99780,9341,90439,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,204.5,207.3000031,505.7999878,504.2999878,15473117.0,15684371.0,5327802.5,False,Compliant,,481.97,4.83
98,2016,NonResidential,Retail Store,98109.0,7,LAKE UNION,47.62237,-122.33805,1929,1.0,2,58320,0,58320,Retail Store,Retail Store,72072.0,,,,,96.0,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,False,Compliant,,39.06,0.67
100,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62424,-122.33646,2010,1.0,5,316306,0,316306,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,96.0,48.0,48.40000153,144.0,144.3999939,13795954.0,13909270.0,0.0,False,Compliant,,138.85,0.44
102,2016,NonResidential,Hotel,98109.0,3,LAKE UNION,47.62642,-122.33325,1990,1.0,7,282863,44766,238097,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,37.0,82.5,85.59999847,184.0,189.1999969,19459304.0,20194606.0,0.0,False,Compliant,,526.85,1.86
103,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,389000,0,389000,Other,Other,368000.0,,,,,,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,False,Compliant,,607.41,1.56
104,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1.0,1,91213,0,91213,Other,Other,65000.0,,,,,,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881.0,4120130.0,False,Compliant,,344.2,3.77
106,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1938,1.0,5,396085,0,396085,Other,Other,278500.0,,,,,,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,False,Compliant,,804.2,2.03
107,2016,NonResidential,Large Office,98109.0,7,LAKE UNION,47.62112,-122.33629,2010,1.0,12,571329,0,571329,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,91.0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,False,Compliant,,617.52,1.08
110,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,1.0,2,52000,0,52000,Other,Other,52000.0,,,,,,52.40000153,51.59999847,110.4000015,109.5,2726369.0,2682242.75,1202380.0,False,Compliant,,101.83,1.96
111,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1928,1.0,1,60696,0,60696,Other,Other,108000.0,,,,,,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,False,Compliant,,6.11,0.1
112,2016,Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1.0,2,262048,0,262048,Other,Other,296000.0,,,,,,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,False,Compliant,,490.73,1.87
113,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,0.0,2,66240,2352,63888,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0.0,False,Compliant,,29.04,0.44
114,2016,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,1.0,6,920598,303707,616891,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,93.0,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,False,Compliant,,674.09,0.73
115,2016,NonResidential,Small- and Mid-Sized Office,98033.0,7,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,1.0,4,76213,25930,50283,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,68.0,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,False,Compliant,,48.76,0.64
116,2016,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,1.0,6,96910,36934,59976,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,56.0,86.0,87.90000153,182.1999969,188.3999939,5155568.5,5274523.0,0.0,False,Compliant,,152.14,1.57
117,2016,NonResidential,Hotel,98105.0,4,NORTHEAST,47.65772,-122.31756,1962,2.0,4,50017,0,50017,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,53.0,108.9000015,110.5,203.3000031,205.8000031,5448975.0,5528580.5,0.0,False,Compliant,,191.2,3.82
118,2016,SPS-District K-12,K-12 School,98106.0,1,DELRIDGE,47.5636,-122.358,1999,1.0,3,74468,0,74468,K-12 School,K-12 School,75364.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,11.84,0.16
119,2016,NonResidential,K-12 School,98112.0,3,EAST,47.62548,-122.30828,1923,1.0,3,67743,0,67743,K-12 School,K-12 School,67743.0,,,,,34.0,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,False,Compliant,,78.85,1.16
120,2016,NonResidential,K-12 School,98112.0,3,EAST,47.62644,-122.30429,1908,1.0,6,194104,0,194104,K-12 School,K-12 School,194104.0,,,,,100.0,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,False,Compliant,,243.23,1.25
121,2016,NonResidential,Small- and Mid-Sized Office,98144.0,3,SOUTHEAST,47.58408,-122.30125,2003,1.0,3,99433,35752,63681,"Office, Parking",Office,63681.0,Parking,35752.0,,,63.0,76.90000153,78.19999695,241.5,245.6000061,4897760.0,4980737.5,0.0,False,Compliant,,34.14,0.34
122,2016,SPS-District K-12,K-12 School,98144.0,2,SOUTHEAST,47.57324,-122.29058,1991,1.0,2,58933,0,58933,K-12 School,K-12 School,60725.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,,16.36,0.28
125,2016,SPS-District K-12,K-12 School,98108.0,2,GREATER DUWAMISH,47.56413,-122.31208,1957,1.0,1,130862,0,130862,K-12 School,K-12 School,134446.0,,,,,61.0,48.0,54.29999924,85.59999847,93.5,6456026.0,7300977.5,0.0,True,Error - Correct Default Data,,238.48,1.82
127,2016,SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.55478,-122.27596,1989,1.0,3,59955,0,59955,K-12 School,K-12 School,59955.0,,,,,93.0,27.20000076,29.20000076,78.69999695,83.0,1633399.375,1749171.25,0.0,True,Error - Correct Default Data,,20.48,0.34
130,2016,SPS-District K-12,K-12 School,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,1.0,2,93218,0,93218,K-12 School,K-12 School,93218.0,,,,,86.0,31.0,34.5,65.90000153,70.80000305,2887392.0,3216155.0,0.0,True,Error - Correct Default Data,,84.75,0.91
